Airfoil,Camber,Camber_Location,Thickness,Re,Mach,Alpha,cl,cd,cm
0018,0,0,18,8000000,0.55,7,0.587501,0.037841,0.041999
0018,0,0,18,8000000,0.55,8,0.623948,0.050448,0.040449
0018,0,0,18,8000000,0.55,9,0.628047,0.067262,0.033998
0018,0,0,18,8000000,0.55,10,0.608432,0.087073,0.024376
0018,0,0,18,8000000,0.55,11,0.583038,0.108124,0.014164
0018,0,0,18,8000000,0.55,12,0.563888,0.130566,0.003705
0018,0,0,18,8000000,0.55,13,0.551986,0.153658,-0.006201
0018,0,0,18,8000000,0.55,14,0.548751,0.176782,-0.015239
0018,0,0,18,8000000,0.55,15,0.553199,0.199703,-0.023435
0018,0,0,18,8000000,0.55,16,0.56334,0.222637,-0.031078
0018,0,0,18,8000000,0.55,17,0.577852,0.245805,-0.038423
0018,0,0,18,8000000,0.55,18,0.595552,0.269087,-0.045488
0018,0,0,18,8000000,0.55,19,0.615326,0.292537,-0.052369
0018,0,0,18,8000000,0.55,20,0.636197,0.319931,0.058617
0018,0,0,18,8000000,0.65,-20,-0.663115,0.295684,0.050753
0018,0,0,18,8000000,0.65,-19,-0.63468,0.271954,0.042844
0018,0,0,18,8000000,0.65,-18,-0.605753,0.248783,0.034884
0018,0,0,18,8000000,0.65,-17,-0.576581,0.2262,0.026864
0018,0,0,18,8000000,0.65,-16,-0.547488,0.204226,0.018765
0018,0,0,18,8000000,0.65,-15,-0.51876,0.182871,0.010567
0018,0,0,18,8000000,0.65,-14,-0.490615,0.16214,0.002255
0018,0,0,18,8000000,0.65,-13,-0.463525,0.142349,-0.00597
0018,0,0,18,8000000,0.65,-12,-0.438584,0.123888,-0.013779
0018,0,0,18,8000000,0.65,-11,-0.417065,0.105379,-0.022041
0018,0,0,18,8000000,0.65,-10,-0.396949,0.088264,-0.029497
0018,0,0,18,8000000,0.65,-9,-0.382406,0.07304,-0.035575
0018,0,0,18,8000000,0.65,-8,-0.373984,0.057661,-0.040916
0018,0,0,18,8000000,0.65,-7,-0.372151,0.044437,-0.043521
0018,0,0,18,8000000,0.65,-6,-0.375073,0.032635,-0.042275
0018,0,0,18,8000000,0.65,-5,-0.376368,0.023983,-0.035929
0018,0,0,18,8000000,0.65,-4,-0.346401,0.019021,-0.027264
0018,0,0,18,8000000,0.65,-3,-0.274494,0.016689,-0.018332
0018,0,0,18,8000000,0.65,-2,-0.184876,0.015511,-0.009305
0018,0,0,18,8000000,0.65,-1,-0.092274,0.015142,-0.000155
0018,0,0,18,8000000,0.65,0,0.000871,0.015513,0.009021
0018,0,0,18,8000000,0.65,1,0.093885,0.016691,0.018071
0018,0,0,18,8000000,0.65,2,0.18638,0.019028,0.027021
0018,0,0,18,8000000,0.65,3,0.275895,0.023999,0.035731
0018,0,0,18,8000000,0.65,4,0.347343,0.032618,0.042132
0018,0,0,18,8000000,0.65,5,0.376834,0.044356,0.043571
0018,0,0,18,8000000,0.65,6,0.374753,0.057564,0.041126
0018,0,0,18,8000000,0.65,7,0.371126,0.07246,0.036041
0018,0,0,18,8000000,0.65,8,0.372611,0.087935,0.02976
0018,0,0,18,8000000,0.65,9,0.381187,0.105247,0.022089
0018,0,0,18,8000000,0.65,10,0.396131,0.123563,0.013934
0018,0,0,18,8000000,0.65,11,0.415864,0.141962,0.006132
0018,0,0,18,8000000,0.65,12,0.437366,0.161548,-0.001976
0018,0,0,18,8000000,0.65,13,0.461823,0.182125,-0.010204
0018,0,0,18,8000000,0.65,14,0.488563,0.203403,-0.018366
0018,0,0,18,8000000,0.65,15,0.516459,0.225306,-0.026431
0018,0,0,18,8000000,0.65,16,0.545005,0.247797,-0.034411
0018,0,0,18,8000000,0.65,17,0.573957,0.270872,-0.042329
0018,0,0,18,8000000,0.65,18,0.602925,0.29451,-0.0502
0018,0,0,18,8000000,0.65,19,0.631661,0.318675,-0.058033
0018,0,0,18,8000000,0.65,20,0.659959,0.33873,0.065105
0018,0,0,18,8000000,0.7,-20,-0.689838,0.313523,0.056221
0018,0,0,18,8000000,0.7,-19,-0.657037,0.288922,0.047289
0018,0,0,18,8000000,0.7,-18,-0.622985,0.264978,0.03833
0018,0,0,18,8000000,0.7,-17,-0.587811,0.24174,0.029368
0018,0,0,18,8000000,0.7,-16,-0.551712,0.219279,0.02045
0018,0,0,18,8000000,0.7,-15,-0.514876,0.197659,0.011623
0018,0,0,18,8000000,0.7,-14,-0.477487,0.176914,0.002933
0018,0,0,18,8000000,0.7,-13,-0.439843,0.157096,-0.005545
0018,0,0,18,8000000,0.7,-12,-0.402276,0.138294,-0.013691
0018,0,0,18,8000000,0.7,-11,-0.365287,0.121096,-0.021018
0018,0,0,18,8000000,0.7,-10,-0.331152,0.104284,-0.02815
0018,0,0,18,8000000,0.7,-9,-0.296498,0.089158,-0.03412
0018,0,0,18,8000000,0.7,-8,-0.266184,0.07409,-0.039271
0018,0,0,18,8000000,0.7,-7,-0.237036,0.061256,-0.042343
0018,0,0,18,8000000,0.7,-6,-0.216549,0.049781,-0.04328
0018,0,0,18,8000000,0.7,-5,-0.20299,0.038753,-0.041186
0018,0,0,18,8000000,0.7,-4,-0.194352,0.029883,-0.034417
0018,0,0,18,8000000,0.7,-3,-0.18752,0.023022,-0.02395
0018,0,0,18,8000000,0.7,-2,-0.156631,0.019016,-0.012278
0018,0,0,18,8000000,0.7,-1,-0.087852,0.017944,-0.000154
0018,0,0,18,8000000,0.7,0,0.00094,0.019033,0.011984
0018,0,0,18,8000000,0.7,1,0.089594,0.023059,0.023662
0018,0,0,18,8000000,0.7,2,0.158087,0.029812,0.034162
0018,0,0,18,8000000,0.7,3,0.187234,0.03875,0.04103
0018,0,0,18,8000000,0.7,4,0.194821,0.049182,0.043325
0018,0,0,18,8000000,0.7,5,0.202154,0.061145,0.042576
0018,0,0,18,8000000,0.7,6,0.215873,0.074302,0.039433
0018,0,0,18,8000000,0.7,7,0.236995,0.088248,0.03469
0018,0,0,18,8000000,0.7,8,0.263141,0.104471,0.028126
0018,0,0,18,8000000,0.7,9,0.296519,0.119548,0.021809
0018,0,0,18,8000000,0.7,10,0.326879,0.137848,0.013911
0018,0,0,18,8000000,0.7,11,0.363845,0.156526,0.005832
0018,0,0,18,8000000,0.7,12,0.400588,0.176241,-0.002595
0018,0,0,18,8000000,0.7,13,0.437873,0.196885,-0.011233
0018,0,0,18,8000000,0.7,14,0.475311,0.218424,-0.020019
0018,0,0,18,8000000,0.7,15,0.512427,0.240788,-0.028888
0018,0,0,18,8000000,0.7,16,0.549064,0.26392,-0.037793
0018,0,0,18,8000000,0.7,17,0.584966,0.287764,-0.0467
0018,0,0,18,8000000,0.7,18,0.619915,0.312265,-0.055584
0018,0,0,18,8000000,0.7,19,0.653791,0.337369,-0.064421
0018,0,0,18,8000000,0.7,20,0.686422,0.364933,0.078547
0018,0,0,18,8000000,0.75,-20,-0.739878,0.338155,0.067981
0018,0,0,18,8000000,0.75,-19,-0.702032,0.311973,0.057185
0018,0,0,18,8000000,0.75,-18,-0.661852,0.286472,0.046217
0018,0,0,18,8000000,0.75,-17,-0.619421,0.26174,0.035149
0018,0,0,18,8000000,0.75,-16,-0.57479,0.237884,0.024093
0018,0,0,18,8000000,0.75,-15,-0.52811,0.214989,0.013167
0018,0,0,18,8000000,0.75,-14,-0.479599,0.193137,0.002508
0018,0,0,18,8000000,0.75,-13,-0.429536,0.172423,-0.007721
0018,0,0,18,8000000,0.75,-12,-0.378217,0.152914,-0.017352
0018,0,0,18,8000000,0.75,-11,-0.326067,0.134681,-0.026192
0018,0,0,18,8000000,0.75,-10,-0.273567,0.117745,-0.034053
0018,0,0,18,8000000,0.75,-9,-0.221413,0.102164,-0.040681
0018,0,0,18,8000000,0.75,-8,-0.170303,0.087919,-0.045806
0018,0,0,18,8000000,0.75,-7,-0.12141,0.075048,-0.049156
0018,0,0,18,8000000,0.75,-6,-0.07562,0.063653,-0.050414
0018,0,0,18,8000000,0.75,-5,-0.034543,0.053926,-0.049446
0018,0,0,18,8000000,0.75,-4,0.000147,0.046393,-0.045411
0018,0,0,18,8000000,0.75,-3,0.023854,0.04101,-0.036361
0018,0,0,18,8000000,0.75,-2,0.033711,0.03793,-0.02031
0018,0,0,18,8000000,0.75,-1,0.023177,0.037624,-0.000173
0018,0,0,18,8000000,0.75,0,0.000696,0.038081,0.020181
0018,0,0,18,8000000,0.75,1,-0.022556,0.041131,0.036111
0018,0,0,18,8000000,0.75,2,-0.032393,0.046564,0.045254
0018,0,0,18,8000000,0.75,3,-0.022854,0.054212,0.049583
0018,0,0,18,8000000,0.75,4,0.000951,0.063466,0.050494
0018,0,0,18,8000000,0.75,5,0.034445,0.074831,0.049315
0018,0,0,18,8000000,0.75,6,0.075237,0.087572,0.046122
0018,0,0,18,8000000,0.75,7,0.119978,0.101808,0.040968
0018,0,0,18,8000000,0.75,8,0.168862,0.117357,0.034294
0018,0,0,18,8000000,0.75,9,0.219915,0.134241,0.026423
0018,0,0,18,8000000,0.75,10,0.27209,0.152403,0.017603
0018,0,0,18,8000000,0.75,11,0.324385,0.171805,0.008037
0018,0,0,18,8000000,0.75,12,0.37627,0.1924,-0.002111
0018,0,0,18,8000000,0.75,13,0.427296,0.214131,-0.012688
0018,0,0,18,8000000,0.75,14,0.477088,0.236912,-0.023536
0018,0,0,18,8000000,0.75,15,0.525299,0.260651,-0.03451
0018,0,0,18,8000000,0.75,16,0.571691,0.285263,-0.045492
0018,0,0,18,8000000,0.75,17,0.616045,0.310633,-0.056372
0018,0,0,18,8000000,0.75,18,0.658212,0.336697,-0.067087
0018,0,0,18,8000000,0.75,19,0.698136,0.363365,-0.077585
0018,0,0,18,8000000,0.75,20,0.735771,0.405444,0.107414
0018,0,0,18,8000000,0.8,-20,-0.83625,0.376612,0.095354
0018,0,0,18,8000000,0.8,-19,-0.795008,0.348283,0.082649
0018,0,0,18,8000000,0.8,-18,-0.750017,0.320543,0.069248
0018,0,0,18,8000000,0.8,-17,-0.700978,0.293455,0.055066
0018,0,0,18,8000000,0.8,-16,-0.64751,0.267099,0.040003
0018,0,0,18,8000000,0.8,-15,-0.589085,0.241557,0.023924
0018,0,0,18,8000000,0.8,-14,-0.525027,0.216934,0.006706
0018,0,0,18,8000000,0.8,-13,-0.454571,0.193228,-0.012085
0018,0,0,18,8000000,0.8,-12,-0.37613,0.170353,-0.033871
0018,0,0,18,8000000,0.8,-11,-0.285952,0.149356,-0.05729
0018,0,0,18,8000000,0.8,-10,-0.188218,0.13195,-0.077341
0018,0,0,18,8000000,0.8,-9,-0.097329,0.118351,-0.090964
0018,0,0,18,8000000,0.8,-8,-0.021319,0.108059,-0.097055
0018,0,0,18,8000000,0.8,-7,0.036887,0.10045,-0.095626
0018,0,0,18,8000000,0.8,-6,0.075844,0.094958,-0.08789
0018,0,0,18,8000000,0.8,-5,0.096515,0.091126,-0.074877
0018,0,0,18,8000000,0.8,-4,0.099299,0.088551,-0.058366
0018,0,0,18,8000000,0.8,-3,0.087291,0.086915,-0.039866
0018,0,0,18,8000000,0.8,-2,0.06449,0.086007,-0.020356
0018,0,0,18,8000000,0.8,-1,0.034801,0.085683,-0.000305
0018,0,0,18,8000000,0.8,0,0.001016,0.085952,0.019736
0018,0,0,18,8000000,0.8,1,-0.032905,0.086794,0.039319
0018,0,0,18,8000000,0.8,2,-0.063224,0.088373,0.058043
0018,0,0,18,8000000,0.8,3,-0.086961,0.0909,0.074751
0018,0,0,18,8000000,0.8,4,-0.099614,0.094692,0.087708
0018,0,0,18,8000000,0.8,5,-0.096769,0.100127,0.09555
0018,0,0,18,8000000,0.8,6,-0.076537,0.107664,0.097221
0018,0,0,18,8000000,0.8,7,-0.038251,0.117896,0.091327
0018,0,0,18,8000000,0.8,8,0.019367,0.131446,0.077749
0018,0,0,18,8000000,0.8,9,0.095227,0.148755,0.057884
0018,0,0,18,8000000,0.8,10,0.18553,0.169662,0.034473
0018,0,0,18,8000000,0.8,11,0.283181,0.192405,0.012883
0018,0,0,18,8000000,0.8,12,0.372795,0.216003,-0.005924
0018,0,0,18,8000000,0.8,13,0.451146,0.240496,-0.023083
0018,0,0,18,8000000,0.8,14,0.521405,0.265884,-0.039065
0018,0,0,18,8000000,0.8,15,0.585221,0.292093,-0.054047
0018,0,0,18,8000000,0.8,16,0.643366,0.319043,-0.06815
0018,0,0,18,8000000,0.8,17,0.696583,0.346634,-0.081461
0018,0,0,18,8000000,0.8,18,0.745283,0.374825,-0.094085
0018,0,0,18,8000000,0.8,19,0.789986,0.403518,-0.106072
0018,0,0,18,8000000,0.8,20,0.831054,0.493499,0.169674
0018,0,0,18,8000000,0.85,-20,-1.059225,0.461359,0.156871
0018,0,0,18,8000000,0.85,-19,-1.017918,0.429321,0.143002
0018,0,0,18,8000000,0.85,-18,-0.971026,0.397441,0.127877
0018,0,0,18,8000000,0.85,-17,-0.917834,0.365834,0.111334
0018,0,0,18,8000000,0.85,-16,-0.857691,0.334737,0.09331
0018,0,0,18,8000000,0.85,-15,-0.790273,0.30441,0.073522
0018,0,0,18,8000000,0.85,-14,-0.7151,0.275357,0.051868
0018,0,0,18,8000000,0.85,-13,-0.632378,0.248474,0.029148
0018,0,0,18,8000000,0.85,-12,-0.544997,0.224524,0.006305
0018,0,0,18,8000000,0.85,-11,-0.456102,0.20405,-0.015453
0018,0,0,18,8000000,0.85,-10,-0.36926,0.186973,-0.035286
0018,0,0,18,8000000,0.85,-9,-0.286168,0.173132,-0.052492
0018,0,0,18,8000000,0.85,-8,-0.208095,0.162238,-0.065996
0018,0,0,18,8000000,0.85,-7,-0.136889,0.153913,-0.074192
0018,0,0,18,8000000,0.85,-6,-0.075549,0.147675,-0.075286
0018,0,0,18,8000000,0.85,-5,-0.028082,0.143026,-0.068636
0018,0,0,18,8000000,0.85,-4,0.002607,0.139606,-0.0557
0018,0,0,18,8000000,0.85,-3,0.017193,0.137235,-0.038711
0018,0,0,18,8000000,0.85,-2,0.018658,0.135768,-0.019557
0018,0,0,18,8000000,0.85,-1,0.010861,0.135226,0.000235
0018,0,0,18,8000000,0.85,0,-0.001073,0.135732,0.020104
0018,0,0,18,8000000,0.85,1,-0.013065,0.137109,0.039123
0018,0,0,18,8000000,0.85,2,-0.020311,0.13938,0.055698
0018,0,0,18,8000000,0.85,3,-0.017827,0.142713,0.068664
0018,0,0,18,8000000,0.85,4,-0.003475,0.147264,0.075486
0018,0,0,18,8000000,0.85,5,0.026653,0.153387,0.074636
0018,0,0,18,8000000,0.85,6,0.073401,0.161598,0.06667
0018,0,0,18,8000000,0.85,7,0.134079,0.172402,0.053303
0018,0,0,18,8000000,0.85,8,0.204883,0.186145,0.036153
0018,0,0,18,8000000,0.85,9,0.282676,0.203069,0.016485
0018,0,0,18,8000000,0.85,10,0.365215,0.223307,-0.005008
0018,0,0,18,8000000,0.85,11,0.451166,0.246927,-0.027698
0018,0,0,18,8000000,0.85,12,0.539167,0.273478,-0.050364
0018,0,0,18,8000000,0.85,13,0.626004,0.302087,-0.071628
0018,0,0,18,8000000,0.85,14,0.70751,0.331864,-0.090997
0018,0,0,18,8000000,0.85,15,0.781275,0.362462,-0.10876
0018,0,0,18,8000000,0.85,16,0.84762,0.39359,-0.125084
0018,0,0,18,8000000,0.85,17,0.90685,0.424956,-0.140006
0018,0,0,18,8000000,0.85,18,0.9591,0.456634,-0.15379
0018,0,0,18,8000000,0.85,19,1.005502,0.488383,-0.166464
0018,0,0,18,8000000,0.85,20,1.046274,0.681828,0.308893
0018,0,0,18,8000000,0.9,-20,-1.460732,0.640546,0.296285
0018,0,0,18,8000000,0.9,-19,-1.411613,0.600067,0.28295
0018,0,0,18,8000000,0.9,-18,-1.357912,0.56062,0.268874
0018,0,0,18,8000000,0.9,-17,-1.299572,0.522425,0.254076
0018,0,0,18,8000000,0.9,-16,-1.236636,0.485636,0.238303
0018,0,0,18,8000000,0.9,-15,-1.168787,0.45063,0.221548
0018,0,0,18,8000000,0.9,-14,-1.09654,0.417845,0.204407
0018,0,0,18,8000000,0.9,-13,-1.021561,0.387466,0.187074
0018,0,0,18,8000000,0.9,-12,-0.944779,0.359592,0.169733
0018,0,0,18,8000000,0.9,-11,-0.867069,0.334227,0.152606
0018,0,0,18,8000000,0.9,-10,-0.788921,0.311343,0.135733
0018,0,0,18,8000000,0.9,-9,-0.710391,0.290912,0.119093
0018,0,0,18,8000000,0.9,-8,-0.63145,0.272932,0.102678
0018,0,0,18,8000000,0.9,-7,-0.552112,0.2574,0.08649
0018,0,0,18,8000000,0.9,-6,-0.472427,0.244319,0.070587
0018,0,0,18,8000000,0.9,-5,-0.392547,0.233692,0.055111
0018,0,0,18,8000000,0.9,-4,-0.312756,0.22551,0.04019
0018,0,0,18,8000000,0.9,-3,-0.233328,0.219742,0.025948
0018,0,0,18,8000000,0.9,-2,-0.154538,0.216334,0.01259
0018,0,0,18,8000000,0.9,-1,-0.07679,0.21521,-5.5e-05
0018,0,0,18,8000000,0.9,0,4.8e-05,0.216335,-0.012699
0018,0,0,18,8000000,0.9,1,0.076883,0.21974,-0.02602
0018,0,0,18,8000000,0.9,2,0.154569,0.225499,-0.040224
0018,0,0,18,8000000,0.9,3,0.233294,0.233666,-0.055095
0018,0,0,18,8000000,0.9,4,0.312644,0.244275,-0.070515
0018,0,0,18,8000000,0.9,5,0.392357,0.257339,-0.08638
0018,0,0,18,8000000,0.9,6,0.472189,0.272852,-0.102534
0018,0,0,18,8000000,0.9,7,0.55183,0.290799,-0.118889
0018,0,0,18,8000000,0.9,8,0.631079,0.311174,-0.135428
0018,0,0,18,8000000,0.9,9,0.709861,0.33399,-0.152179
0018,0,0,18,8000000,0.9,10,0.788186,0.359254,-0.169106
0018,0,0,18,8000000,0.9,11,0.866002,0.386962,-0.186158
0018,0,0,18,8000000,0.9,12,0.943191,0.417165,-0.203423
0018,0,0,18,8000000,0.9,13,1.019738,0.449828,-0.22063
0018,0,0,18,8000000,0.9,14,1.094882,0.48463,-0.237085
0018,0,0,18,8000000,0.9,15,1.166748,0.52117,-0.252552
0018,0,0,18,8000000,0.9,16,1.234071,0.559183,-0.267217
0018,0,0,18,8000000,0.9,17,1.296749,0.598482,-0.281213
0018,0,0,18,8000000,0.9,18,1.354909,0.638758,-0.294451
0018,0,0,18,8000000,0.9,19,1.408355,0.679829,-0.306969
0018,0,0,18,8000000,0.9,20,1.457223,0.249966,0.017093
0024,0,0,24,75000,0.25,-20,-0.502934,0.2241,0.009763
0024,0,0,24,75000,0.25,-19,-0.507766,0.194856,0.000931
0024,0,0,24,75000,0.25,-18,-0.532543,0.164036,-0.009269
0024,0,0,24,75000,0.25,-17,-0.576657,0.135537,-0.019466
0024,0,0,24,75000,0.25,-16,-0.626791,0.110635,-0.028644
0024,0,0,24,75000,0.25,-15,-0.67551,0.089771,-0.035962
0024,0,0,24,75000,0.25,-14,-0.716761,0.073219,-0.040731
0024,0,0,24,75000,0.25,-13,-0.743317,0.060722,-0.042781
0024,0,0,24,75000,0.25,-12,-0.750501,0.051565,-0.042536
0024,0,0,24,75000,0.25,-11,-0.737295,0.044859,-0.040828
0024,0,0,24,75000,0.25,-10,-0.70556,0.039864,-0.038265
0024,0,0,24,75000,0.25,-9,-0.658967,0.036075,-0.035143
0024,0,0,24,75000,0.25,-8,-0.601609,0.033165,-0.031554
0024,0,0,24,75000,0.25,-7,-0.536915,0.03092,-0.027593
0024,0,0,24,75000,0.25,-6,-0.467072,0.029191,-0.023359
0024,0,0,24,75000,0.25,-5,-0.39354,0.027879,-0.018915
0024,0,0,24,75000,0.25,-4,-0.317406,0.026916,-0.014289
0024,0,0,24,75000,0.25,-3,-0.239575,0.026256,-0.009535
0024,0,0,24,75000,0.25,-2,-0.160582,0.025869,-0.004778
0024,0,0,24,75000,0.25,-1,-0.080476,0.02574,-7.4e-05
0024,0,0,24,75000,0.25,0,0.000448,0.025865,0.004637
0024,0,0,24,75000,0.25,1,0.081335,0.026248,0.009396
0024,0,0,24,75000,0.25,2,0.161438,0.026904,0.014112
0024,0,0,24,75000,0.25,3,0.240624,0.027863,0.018717
0024,0,0,24,75000,0.25,4,0.318558,0.02917,0.023171
0024,0,0,24,75000,0.25,5,0.394633,0.030892,0.027431
0024,0,0,24,75000,0.25,6,0.468002,0.033128,0.031416
0024,0,0,24,75000,0.25,7,0.537672,0.036025,0.035044
0024,0,0,24,75000,0.25,8,0.602099,0.0398,0.038244
0024,0,0,24,75000,0.25,9,0.658868,0.044777,0.040937
0024,0,0,24,75000,0.25,10,0.704446,0.051464,0.042781
0024,0,0,24,75000,0.25,11,0.73492,0.060602,0.043013
0024,0,0,24,75000,0.25,12,0.747632,0.073053,0.040928
0024,0,0,24,75000,0.25,13,0.74037,0.089526,0.036172
0024,0,0,24,75000,0.25,14,0.713572,0.110273,0.028891
0024,0,0,24,75000,0.25,15,0.672096,0.135112,0.019723
0024,0,0,24,75000,0.25,16,0.622698,0.163488,0.009562
0024,0,0,24,75000,0.25,17,0.572204,0.194068,-0.000556
0024,0,0,24,75000,0.25,18,0.528178,0.223085,-0.009313
0024,0,0,24,75000,0.25,19,0.503432,0.248721,-0.016577
0024,0,0,24,75000,0.25,20,0.498717,0.26149,0.016898
0024,0,0,24,75000,0.35,-20,-0.481042,0.238318,0.010247
0024,0,0,24,75000,0.35,-19,-0.471918,0.213461,0.002843
0024,0,0,24,75000,0.35,-18,-0.472864,0.185851,-0.005903
0024,0,0,24,75000,0.35,-17,-0.491812,0.156642,-0.015938
0024,0,0,24,75000,0.35,-16,-0.530298,0.129453,-0.025916
0024,0,0,24,75000,0.35,-15,-0.575671,0.105814,-0.034711
0024,0,0,24,75000,0.35,-14,-0.61912,0.086021,-0.041539
0024,0,0,24,75000,0.35,-13,-0.655367,0.07026,-0.04573
0024,0,0,24,75000,0.35,-12,-0.678081,0.058344,-0.047082
0024,0,0,24,75000,0.35,-11,-0.68242,0.049619,-0.04607
0024,0,0,24,75000,0.35,-10,-0.666781,0.043238,-0.043645
0024,0,0,24,75000,0.35,-9,-0.632452,0.038524,-0.040336
0024,0,0,24,75000,0.35,-8,-0.583483,0.034994,-0.036403
0024,0,0,24,75000,0.35,-7,-0.524151,0.03233,-0.03195
0024,0,0,24,75000,0.35,-6,-0.457949,0.030318,-0.027116
0024,0,0,24,75000,0.35,-5,-0.38695,0.028813,-0.021996
0024,0,0,24,75000,0.35,-4,-0.312673,0.027722,-0.016614
0024,0,0,24,75000,0.35,-3,-0.236426,0.02698,-0.011063
0024,0,0,24,75000,0.35,-2,-0.158801,0.026548,-0.005536
0024,0,0,24,75000,0.35,-1,-0.079673,0.026405,-0.000111
0024,0,0,24,75000,0.35,0,0.000636,0.026545,0.00533
0024,0,0,24,75000,0.35,1,0.080865,0.026973,0.010881
0024,0,0,24,75000,0.35,2,0.159875,0.02771,0.016426
0024,0,0,24,75000,0.35,3,0.237524,0.028798,0.02178
0024,0,0,24,75000,0.35,4,0.313911,0.030297,0.026913
0024,0,0,24,75000,0.35,5,0.388104,0.032303,0.031775
0024,0,0,24,75000,0.35,6,0.458911,0.034958,0.036259
0024,0,0,24,75000,0.35,7,0.524901,0.038474,0.040265
0024,0,0,24,75000,0.35,8,0.583711,0.043173,0.043694
0024,0,0,24,75000,0.35,9,0.631755,0.049528,0.046269
0024,0,0,24,75000,0.35,10,0.664912,0.058228,0.047298
0024,0,0,24,75000,0.35,11,0.679995,0.070104,0.04589
0024,0,0,24,75000,0.35,12,0.675811,0.085812,0.041679
0024,0,0,24,75000,0.35,13,0.653028,0.105533,0.034866
0024,0,0,24,75000,0.35,14,0.6165,0.129041,0.026114
0024,0,0,24,75000,0.35,15,0.572928,0.156121,0.01617
0024,0,0,24,75000,0.35,16,0.527175,0.185179,0.00619
0024,0,0,24,75000,0.35,17,0.488453,0.212572,-0.002476
0024,0,0,24,75000,0.35,18,0.469545,0.237282,-0.00983
0024,0,0,24,75000,0.35,19,0.468474,0.260329,-0.016439
0024,0,0,24,75000,0.35,20,0.477467,0.275121,0.016309
0024,0,0,24,75000,0.45,-20,-0.465111,0.253399,0.009866
0024,0,0,24,75000,0.45,-19,-0.445862,0.231391,0.003194
0024,0,0,24,75000,0.45,-18,-0.430148,0.208748,-0.003884
0024,0,0,24,75000,0.45,-17,-0.420567,0.184893,-0.011683
0024,0,0,24,75000,0.45,-16,-0.421541,0.159469,-0.020519
0024,0,0,24,75000,0.45,-15,-0.438325,0.133597,-0.030074
0024,0,0,24,75000,0.45,-14,-0.471028,0.109748,-0.039095
0024,0,0,24,75000,0.45,-13,-0.509701,0.089338,-0.046362
0024,0,0,24,75000,0.45,-12,-0.544822,0.072699,-0.051034
0024,0,0,24,75000,0.45,-11,-0.570363,0.059858,-0.052599
0024,0,0,24,75000,0.45,-10,-0.580487,0.050389,-0.051378
0024,0,0,24,75000,0.45,-9,-0.570824,0.043538,-0.048316
0024,0,0,24,75000,0.45,-8,-0.540936,0.038587,-0.044087
0024,0,0,24,75000,0.45,-7,-0.4946,0.034984,-0.039039
0024,0,0,24,75000,0.45,-6,-0.436721,0.032351,-0.033343
0024,0,0,24,75000,0.45,-5,-0.371444,0.030436,-0.027188
0024,0,0,24,75000,0.45,-4,-0.30126,0.029079,-0.020616
0024,0,0,24,75000,0.45,-3,-0.228345,0.028171,-0.013765
0024,0,0,24,75000,0.45,-2,-0.153682,0.027648,-0.006894
0024,0,0,24,75000,0.45,-1,-0.077196,0.027475,-0.000138
0024,0,0,24,75000,0.45,0,0.000798,0.027644,0.006637
0024,0,0,24,75000,0.45,1,0.078691,0.028164,0.013548
0024,0,0,24,75000,0.45,2,0.154973,0.029067,0.020417
0024,0,0,24,75000,0.45,3,0.229533,0.03042,0.026971
0024,0,0,24,75000,0.45,4,0.302524,0.032329,0.03314
0024,0,0,24,75000,0.45,5,0.372596,0.034954,0.038865
0024,0,0,24,75000,0.45,6,0.437642,0.038547,0.04399
0024,0,0,24,75000,0.45,7,0.494957,0.043481,0.048343
0024,0,0,24,75000,0.45,8,0.540357,0.0503,0.05155
0024,0,0,24,75000,0.45,9,0.569136,0.059731,0.05279
0024,0,0,24,75000,0.45,10,0.578379,0.07253,0.051164
0024,0,0,24,75000,0.45,11,0.56851,0.089121,0.046462
0024,0,0,24,75000,0.45,12,0.543007,0.109444,0.039212
0024,0,0,24,75000,0.45,13,0.507802,0.133191,0.030222
0024,0,0,24,75000,0.45,14,0.468892,0.158927,0.020716
0024,0,0,24,75000,0.45,15,0.436094,0.184207,0.011938
0024,0,0,24,75000,0.45,16,0.419163,0.207947,0.004189
0024,0,0,24,75000,0.45,17,0.417941,0.230482,-0.002843
0024,0,0,24,75000,0.45,18,0.427268,0.252359,-0.009465
0024,0,0,24,75000,0.45,19,0.442854,0.273962,-0.015868
0024,0,0,24,75000,0.45,20,0.461981,0.292273,0.015477
0024,0,0,24,75000,0.55,-20,-0.457104,0.270785,0.008673
0024,0,0,24,75000,0.55,-19,-0.429853,0.249606,0.001873
0024,0,0,24,75000,0.55,-18,-0.403416,0.228657,-0.004965
0024,0,0,24,75000,0.55,-17,-0.378553,0.207844,-0.011901
0024,0,0,24,75000,0.55,-16,-0.356277,0.187029,-0.019019
0024,0,0,24,75000,0.55,-15,-0.338182,0.166072,-0.026411
0024,0,0,24,75000,0.55,-14,-0.326426,0.144922,-0.034133
0024,0,0,24,75000,0.55,-13,-0.323672,0.123768,-0.042073
0024,0,0,24,75000,0.55,-12,-0.332458,0.103282,-0.049713
0024,0,0,24,75000,0.55,-11,-0.352752,0.084543,-0.056017
0024,0,0,24,75000,0.55,-10,-0.379671,0.068773,-0.059562
0024,0,0,24,75000,0.55,-9,-0.403848,0.056467,-0.059607
0024,0,0,24,75000,0.55,-8,-0.414489,0.047439,-0.056427
